"Incident ID","Offence Code","CR Number","Dispatch Date / Time","Start_Date_Time","End_Date_Time","NIBRS Code","Victims","Crime Name1","Crime Name2","Crime Name3","Police District Name","Block Address","City","State","Zip Code","Agency","Place","Sector","Beat","PRA","Address Number","Street Prefix","Street Name","Street Suffix","Street Type","Latitude","Longitude","Police District Number","Location"
"201589537","5311","260038831","09/04/2026 09:20:14 AM","09/04/2026 09:20:00 AM","09/04/2026 12:00:00 AM","90C","1","Crime Against Society","Disorderly Conduct","PUBLIC PEACE - DISORDERLY CONDUCT","SILVER SPRING","8100 BLK  FENTON ST","SILVER SPRING","MD","20910","MCPD","Convenience Store","G","3G1","111","8100",,"FENTON",,"ST","38.99021","-77.0239","3D","    (38.9902, -77.0239)"
"201589513","2610","260038769","09/04/2026 09:17:50 AM","09/04/2026 09:17:00 AM",,"26F","1","Crime Against Property","Identity Theft","IDENTITY THEFT","WHEATON","2300 BLK  RANDOLPH RD","SILVER SPRING","MD","20902","MCPD","Residence - Single Family","L","4L1","366","2300",,"RANDOLPH",,"RD","39.05861","-77.0485","4D","    (39.0586, -77.0485)"
"201589516","2404","260038811","09/04/2026 01:04:34 PM","09/04/2026 08:30:00 AM","09/04/2026 12:59:00 PM","240","1","Crime Against Property","Motor Vehicle Theft","AUTO THEFT - VEHICLE THEFT","MONTGOMERY VILLAGE","9300 BLK  CORPORATE BLV","ROCKVILLE","MD","20850","MCPD","Parking Garage - Residential","P","6P1","721","9300",,"CORPORATE",,"BLV","39.10806","-77.1911","6D","    (39.1081, -77.1911)"
"201589496","1199","260038759","09/04/2026 08:26:41 AM","09/04/2026 08:26:00 AM",,"11D","1","Crime Against Person","Forcible Fondling","SEX ASSAULT - FONDLING","GERMANTOWN","22500 BLK  WIMS RD","CLARKSBURG","MD","20871","MCPD","School - Elementary/Secondary","M","5M3","598","22500",,"WIMS",,"RD","0.0","0.0","5D","    (0.0, 0.0)"
"201589989","9105","260039373","09/08/2026 02:17:57 PM","09/04/2026 08:00:00 AM","09/04/2026 03:00:00 PM","90Z","1","Crime Against Society","All Other Offenses","LOST PROPERTY","WHEATON","15000 BLK  RED CLOVER DR","ROCKVILLE","MD","20853","MCPD","Other/Unknown","K","4K1","394","15000",,"RED CLOVER",,"DR","39.101","-77.0982","4D","    (39.101, -77.0982)"
"201589504","2999","260038758","09/04/2026 07:51:27 AM","09/04/2026 07:51:00 AM",,"290","1","Crime Against Property","Destruction/Damage/Vandalism of Property","DAMAGE PROPERTY (DESCRIBE OFFENSE)","TAKOMA PARK","900 BLK  HEATHER AVE","TAKOMA PARK","MD","20912","TPPD","Street - Residential","T","8T3","808","900",,"HEATHER",,"AVE","38.97997","-76.9945","TPPD","    (38.98, -76.9945)"
"201589826","2303","260038757","09/04/2026 07:43:28 AM","09/04/2026 07:43:00 AM",,"23C","1","Crime Against Property","Shoplifting","LARCENY - SHOPLIFTING","SILVER SPRING","900 BLK  THAYER AVE","SILVER SPRING","MD","20910","MCPD","Grocery/Supermarket","G","3G1","670","900",,"THAYER",,"AVE","38.99304","-77.024","3D","    (38.993, -77.024)"
"201589825","9113","260038766","09/04/2026 07:30:50 AM","09/04/2026 07:30:00 AM",,"90Z","1","Crime Against Society","All Other Offenses","MENTAL ILLNESS - EMERGENCY PETITION","SILVER SPRING","8700 BLK  FLOWER AVE","SILVER SPRING","MD","20901","MCPD","Street - Bus Stop","G","3G3","126","8700",,"FLOWER",,"AVE","0.0","0.0","3D","    (0.0, 0.0)"
"201589482","2999","260038752","09/04/2026 07:18:34 AM","09/04/2026 07:18:00 AM",,"290","1","Crime Against Property","Destruction/Damage/Vandalism of Property","DAMAGE PROPERTY (DESCRIBE OFFENSE)","TAKOMA PARK","400 BLK  BOYD AVE","TAKOMA PARK","MD","20912","TPPD","Street - Residential","T","8T3","808","400",,"BOYD",,"AVE","0.0","0.0","TPPD","    (0.0, 0.0)"
"201589487","2699","260038754","09/04/2026 07:07:04 AM","09/04/2026 07:07:00 AM",,"26A","1","Crime Against Property","False Pretenses/Swindle/Confidence Game","FRAUD (DESCRIBE OFFENSE)","MONTGOMERY VILLAGE","1  BLK  RUSSELL AVE","GAITHERSBURG","MD","20877","GPD","Bank/S&L/Credit Union","P","6P3","427","1",,"RUSSELL",,"AVE","39.14184","-77.1964","6D","    (39.1418, -77.1964)"
"201589733","9199","260039067","09/06/2026 09:11:31 AM","09/04/2026 07:00:00 AM",,"90Z","1","Crime Against Society","All Other Offenses","POLICE INFORMATION","GERMANTOWN","11800 BLK  COLLINS DR","GERMANTOWN","MD","20876","MCPD","Residence - Single Family","M","5M1","468","11800",,"COLLINS",,"DR","39.19404","-77.2435","5D","    (39.194, -77.2435)"
"201589524","9021","260038751","09/04/2026 06:17:22 AM","09/04/2026 06:17:00 AM",,"90I","1","Crime Against Not a Crime","Runaway","JUVENILE - RUNAWAY","MONTGOMERY VILLAGE","7400 BLK  KILCREGGAN TER","GAITHERSBURG","MD","20879","MCPD","Residence - Single Family","R","6R3","421","7400",,"KILCREGGAN",,"TER","39.17801","-77.1538","6D","    (39.178, -77.1538)"
"201589485","2399","260038750","09/04/2026 06:23:28 AM","09/04/2026 05:11:00 AM","09/04/2026 05:11:00 AM","23H","1","Crime Against Property","All other Larceny","LARCENY (DESCRIBE OFFENSE)","ROCKVILLE","1  BLK  HELEN HENEGHAN WAY","ROCKVILLE","MD","20850","RCPD","Residence - Apartment/Condo","A","1A1","276","1",,"HELEN HENEGHAN",,"WAY","39.0851","-77.15","1D","    (39.0851, -77.15)"
"201589477","1216","260038748","09/04/2026 03:30:23 AM","09/04/2026 03:30:00 AM",,"120","1","Crime Against Property","Robbery","ROBBERY - STRONG ARM","SILVER SPRING","8300 BLK  FENTON ST","SILVER SPRING","MD","20910","MCPD","Gas Station","G","3G1","110","8300",,"FENTON",,"ST","38.99304","-77.024","3D","    (38.993, -77.024)"
"201589745","2305","260039095","09/06/2026 02:25:03 PM","09/04/2026 03:00:00 AM","09/06/2026 01:30:00 PM","23F","1","Crime Against Property","Theft From Motor Vehicle","LARCENY - FROM AUTO","SILVER SPRING","4300 BLK  REGALWOOD TER","BURTONSVILLE","MD","20866","MCPD","Parking Lot - Residential","I","3I2","381","4300",,"REGALWOOD",,"TER","39.09892","-76.9208","3D","    (39.0989, -76.9208)"
"201589502","1313","260038765","09/04/2026 09:03:38 AM","09/04/2026 02:00:00 AM","09/04/2026 09:02:00 AM","13B","1","Crime Against Person","Simple Assault","ASSAULT - SIMPLE","ROCKVILLE","200 BLK N WASHINGTON ST","ROCKVILLE","MD","20850","RCPD","Residence - Apartment/Condo","A","1A1","277","200","N","WASHINGTON",,"ST","39.08583","-77.1529","1D","    (39.0858, -77.1529)"
"201589530","2308","260038820","09/04/2026 02:36:41 PM","09/04/2026 01:30:00 AM","09/04/2026 02:15:00 PM","23D","1","Crime Against Property","Theft from Building","LARCENY - FROM BLDG","SILVER SPRING","13500 BLK  ASTON MANOR DR","SILVER SPRING","MD","20904","MCPD","Parking Lot - Residential","I","3I2","380","13500",,"ASTON MANOR",,"DR","39.07588","-76.9411","3D","    (39.0759, -76.9411)"
"201589466","9199","260038740",,"09/04/2026 01:21:00 AM",,"90Z","1","Crime Against Society","All Other Offenses","POLICE INFORMATION","SILVER SPRING","10000 BLK  COLESVILLE RD","SILVER SPRING","MD","20901","MCPD","Street - Other","I","3I3","160","10000",,"COLESVILLE",,"RD","39.01861","-77.0144","3D","    (39.0186, -77.0144)"
"201589469","9199","260038741","09/04/2026 12:02:28 AM","09/04/2026 12:02:00 AM",,"90Z","1","Crime Against Society","All Other Offenses","POLICE INFORMATION","GERMANTOWN","19400 BLK  ST JOHNSBURY LA","GERMANTOWN","MD","20876","MCPD","Street - Residential","M","5M1","469","19400",,"ST JOHNSBURY",,"LA","39.17396","-77.238","5D","    (39.174, -77.238)"
"201589674","9105","260038983","09/05/2026 03:52:26 PM","09/04/2026 12:00:00 AM","09/05/2026 01:00:00 PM","90Z","1","Crime Against Society","All Other Offenses","LOST PROPERTY","BETHESDA","4200 BLK  HOWARD AVE","KENSINGTON","MD","20895","MCPD","Street - Residential","D","2D1","181","4200",,"HOWARD",,"AVE","0.0","0.0","2D","    (0.0, 0.0)"
"201590100","2308","260039488",,"09/04/2026 12:00:00 AM","09/04/2026 12:00:00 AM","23D","1","Crime Against Property","Theft from Building","LARCENY - FROM BLDG","GERMANTOWN","12400 BLK  GREAT PARK CIR","GERMANTOWN","MD","20876","MCPD","Residence - Apartment/Condo","M","5M3","474","12400",,"GREAT PARK",,"CIR","39.20327","-77.2576","5D","    (39.2033, -77.2576)"
"201589486","2404","260038753","09/04/2026 07:01:58 AM","09/04/2026 12:00:00 AM","09/04/2026 06:30:00 AM","240","1","Crime Against Property","Motor Vehicle Theft","AUTO THEFT - VEHICLE THEFT","SILVER SPRING","1500 BLK  NOVEMBER CIR","SILVER SPRING","MD","20904","MCPD","Street - Residential","I","3I1","145","1500",,"NOVEMBER",,"CIR","39.04498","-76.981","3D","    (39.045, -76.981)"
"201589471","9113","260038739","09/03/2026 11:43:59 PM","09/03/2026 11:43:00 PM",,"90Z","1","Crime Against Society","All Other Offenses","MENTAL ILLNESS - EMERGENCY PETITION","GERMANTOWN","18200 BLK  SWISS CIR","GERMANTOWN","MD","20874","MCPD","Residence - Apartment/Condo","N","5N2","448","18200",,"SWISS",,"CIR","0.0","0.0","5D","    (0.0, 0.0)"
"201589468","1315","260038737","09/03/2026 11:30:02 PM","09/03/2026 11:30:00 PM",,"13A","1","Crime Against Person","Aggravated Assault","ASSAULT - AGGRAVATED - OTHER","SILVER SPRING","8600 BLK  FLOWER AVE","TAKOMA PARK","MD","20912","TPPD","Street - Other","G","3G3","129","8600",,"FLOWER",,"AVE","0.0","0.0","3D","    (0.0, 0.0)"
"201589457","4104","260038515",,"09/03/2026 11:23:00 PM",,"90G","1","Crime Against Society","Liquor Law Violations","LIQUOR - POSSESS","WHEATON","3800 BLK  INTERNATIONAL DR","SILVER SPRING","MD","20906","MCPD","Parking Lot - Commercial","K","4K1","346","3800",,"INTERNATIONAL",,"DR","39.10367","-77.0752","4D","    (39.1037, -77.0752)"
"201589458","9199","260038734","09/03/2026 10:31:42 PM","09/03/2026 10:31:00 PM",,"90Z","1","Crime Against Society","All Other Offenses","POLICE INFORMATION","TAKOMA PARK",,"TAKOMA PARK","MD","20912","TPPD","Street - Other","T","8T3","806",,,"NEW HAMPSHIRE",,"AVE","38.98246","-76.9887","TPPD","    (38.9825, -76.9887)"
"201589476","2404","260038732","09/03/2026 10:23:58 PM","09/03/2026 10:23:00 PM",,"240","1","Crime Against Property","Motor Vehicle Theft","AUTO THEFT - VEHICLE THEFT","MONTGOMERY VILLAGE","300 BLK  KENTLANDS BLV","GAITHERSBURG","MD","20878","GPD","Parking Lot - Commercial","P","6P2","450","300",,"KENTLANDS",,"BLV","39.12324","-77.238","6D","    (39.1232, -77.238)"
"201589548","3522","260038729","09/03/2026 10:09:18 PM","09/03/2026 10:09:00 PM",,"35A","1","Crime Against Society","Drug/Narcotic Violations","DRUGS - OPIUM OR DERIVATIVE - POSSESS","SILVER SPRING","11500 BLK  LOCKWOOD DR","SILVER SPRING","MD","20904","MCPD","Residence - Other","I","3I1","145","11500",,"LOCKWOOD",,"DR","39.0412","-76.9862","3D","    (39.0412, -76.9862)"
"201589548","3550","260038729","09/03/2026 10:09:18 PM","09/03/2026 10:09:00 PM",,"35B","1","Crime Against Society","Drug Equipment Violations","DRUGS - NARCOTIC EQUIP - POSSESS","SILVER SPRING","11500 BLK  LOCKWOOD DR","SILVER SPRING","MD","20904","MCPD","Residence - Other","I","3I1","145","11500",,"LOCKWOOD",,"DR","39.0412","-76.9862","3D","    (39.0412, -76.9862)"
"201589461","5311","260038731","09/03/2026 09:58:00 PM","09/03/2026 09:58:00 PM",,"90C","1","Crime Against Society","Disorderly Conduct","PUBLIC PEACE - DISORDERLY CONDUCT","ROCKVILLE","2000 BLK  BALTIMORE RD","ROCKVILLE","MD","20851","RCPD","Parking Lot - Residential","A","1A2","290","2000",,"BALTIMORE",,"RD","39.08424","-77.119","1D","    (39.0842, -77.119)"
"201589461","1399","260038731","09/03/2026 09:58:00 PM","09/03/2026 09:58:00 PM",,"13B","3","Crime Against Person","Simple Assault","ASSAULT - 2ND DEGREE","ROCKVILLE","2000 BLK  BALTIMORE RD","ROCKVILLE","MD","20851","RCPD","Parking Lot - Residential","A","1A2","290","2000",,"BALTIMORE",,"RD","39.08424","-77.119","1D","    (39.0842, -77.119)"
"201589462","9113","260038730","09/03/2026 09:53:08 PM","09/03/2026 09:53:00 PM",,"90Z","1","Crime Against Society","All Other Offenses","MENTAL ILLNESS - EMERGENCY PETITION","WHEATON","1100 BLK  UNIVERSITY BLV W","SILVER SPRING","MD","20902","MCPD","Residence - Apt Ofc/Storage","L","4L1","360","1100",,"UNIVERSITY","W","BLV","39.03585","-77.0268","4D","    (39.0359, -77.0268)"
"201589459","1313","260038728","09/03/2026 09:35:14 PM","09/03/2026 09:35:00 PM",,"13B","1","Crime Against Person","Simple Assault","ASSAULT - SIMPLE","ROCKVILLE","10000 BLK  DARNESTOWN RD","ROCKVILLE","MD","20850","MCPD","Restaurant","B","1B1","237","10000",,"DARNESTOWN",,"RD","39.09689","-77.2062","1D","    (39.0969, -77.2062)"
"201589661","2605","260038893","09/04/2026 09:57:51 PM","09/03/2026 09:30:00 PM","09/04/2026 12:30:00 AM","26B","1","Crime Against Property","Credit Card/Automatic Teller Machine Fraud","FRAUD - ILLEGAL USE CREDIT CARDS","ROCKVILLE","200 BLK N WASHINGTON ST","ROCKVILLE","MD","20850","MCPD","Other/Unknown","A","1A1","277","200","N","WASHINGTON",,"ST","39.08583","-77.1529","1D","    (39.0858, -77.1529)"
"201589661","2399","260038893","09/04/2026 09:57:51 PM","09/03/2026 09:30:00 PM","09/04/2026 12:30:00 AM","23H","1","Crime Against Property","All other Larceny","LARCENY (DESCRIBE OFFENSE)","ROCKVILLE","200 BLK N WASHINGTON ST","ROCKVILLE","MD","20850","MCPD","Other/Unknown","A","1A1","277","200","N","WASHINGTON",,"ST","39.08583","-77.1529","1D","    (39.0858, -77.1529)"
"201589556","9113","260038736","09/03/2026 09:26:43 PM","09/03/2026 09:26:00 PM",,"90Z","1","Crime Against Society","All Other Offenses","MENTAL ILLNESS - EMERGENCY PETITION","SILVER SPRING",,"SILVER SPRING","MD","20904","MCPD","Residence -Townhouse/Duplex","I","3I1","147",,,"INDUSTRIAL",,"PKW","39.0541","-76.9692","3D","    (39.0541, -76.9692)"
"201590049","2303","260038723","09/03/2026 09:14:41 PM","09/03/2026 09:14:00 PM",,"23C","1","Crime Against Property","Shoplifting","LARCENY - SHOPLIFTING","SILVER SPRING","12000 BLK  CHERRY HILL RD","SILVER SPRING","MD","20904","MCPD","Retail - Department/Discount Store","I","3I1","146","12000",,"CHERRY HILL",,"RD","39.05259","-76.9531","3D","    (39.0526, -76.9531)"
"201589968","3550","260038724","09/03/2026 08:57:40 PM","09/03/2026 08:56:00 PM","09/03/2026 08:56:00 PM","35B","1","Crime Against Society","Drug Equipment Violations","DRUGS - NARCOTIC EQUIP - POSSESS","ROCKVILLE","2100 BLK  VEIRS MILL RD","ROCKVILLE","MD","20851","RCPD","Wooded Area","A","1A2","522","2100",,"VEIRS MILL",,"RD","39.07529","-77.1163","1D","    (39.0753, -77.1163)"
"201589450","2902","260038720","09/03/2026 08:33:20 PM","09/03/2026 08:33:00 PM",,"290","1","Crime Against Property","Destruction/Damage/Vandalism of Property","DAMAGE PROPERTY - PRIVATE","MONTGOMERY VILLAGE","10300 BLK  ROYAL WOODS CT","MONTGOMERY VILLAGE","MD","20886","MCPD","Residence - Driveway","R","6R2","547","10300",,"ROYAL WOODS",,"CT","39.1789","-77.2132","6D","    (39.1789, -77.2132)"
"201589678","9105","260038995","09/05/2026 04:37:13 PM","09/03/2026 08:30:00 PM","09/04/2026 07:30:00 AM","90Z","1","Crime Against Society","All Other Offenses","LOST PROPERTY","SILVER SPRING","12200 BLK  TECH RD","SILVER SPRING","MD","20904","MCPD","Convenience Store","I","3I1","146","12200",,"TECH",,"RD","0.0","0.0","3D","    (0.0, 0.0)"
"201589514","9109","260038721","09/03/2026 08:21:19 PM","09/03/2026 08:21:00 PM",,"90Z","1","Crime Against Society","All Other Offenses","RECOVERED PROPERTY - OTHER","SILVER SPRING",,"SILVER SPRING","MD","20993","MCPD","Street - Commercial","I","3I1","146",,,"FDA",,"BLV","39.04463","-76.9595","3D","    (39.0446, -76.9595)"
"201589435","4199","260038668",,"09/03/2026 08:06:00 PM",,"90G","1","Crime Against Society","Liquor Law Violations","LIQUOR (DESCRIBE OFFENSE)","SILVER SPRING","11300 BLK  LOCKWOOD DR","SILVER SPRING","MD","20904","MCPD","Street - Bus Stop","I","3I1","518","11300",,"LOCKWOOD",,"DR","39.03998","-76.9901","3D","    (39.04, -76.9901)"
"201589445","1315","260038717","09/03/2026 08:00:54 PM","09/03/2026 08:00:00 PM",,"13A","1","Crime Against Person","Aggravated Assault","ASSAULT - AGGRAVATED - OTHER","SILVER SPRING","8800 BLK  GARLAND AVE","SILVER SPRING","MD","20901","MCPD","Residence - Apartment/Condo","G","3G3","127","8800",,"GARLAND",,"AVE","39.00052","-77.0015","3D","    (39.0005, -77.0015)"
"201589434","3522","260038710",,"09/03/2026 07:57:00 PM",,"35A","1","Crime Against Society","Drug/Narcotic Violations","DRUGS - OPIUM OR DERIVATIVE - POSSESS","WHEATON","14000 BLK  GEORGIA AVE","SILVER SPRING","MD","20906","MCPD","Street - Bus Stop","K","4K1","534","14000",,"GEORGIA",,"AVE","0.0","0.0","4D","    (0.0, 0.0)"
"201589434","3550","260038710",,"09/03/2026 07:57:00 PM",,"35B","1","Crime Against Society","Drug Equipment Violations","DRUGS - NARCOTIC EQUIP - POSSESS","WHEATON","14000 BLK  GEORGIA AVE","SILVER SPRING","MD","20906","MCPD","Street - Bus Stop","K","4K1","534","14000",,"GEORGIA",,"AVE","0.0","0.0","4D","    (0.0, 0.0)"
"201589470","9101","260038745","09/04/2026 01:19:40 AM","09/03/2026 07:55:00 PM","09/04/2026 01:32:00 AM","90Z","1","Crime Against Society","All Other Offenses","SUDDEN DEATH","ROCKVILLE","10700 BLK  TULIP LA","POTOMAC","MD","20854","MCPD","Residence - Single Family","B","1B2","232","10700",,"TULIP",,"LA","0.0","0.0","1D","    (0.0, 0.0)"
"201589453","9113","260038718","09/03/2026 07:44:34 PM","09/03/2026 07:44:00 PM",,"90Z","1","Crime Against Society","All Other Offenses","MENTAL ILLNESS - EMERGENCY PETITION","SILVER SPRING","14200 BLK  BALLINGER TER","BURTONSVILLE","MD","20866","MCPD","Residence -Townhouse/Duplex","I","3I2","380","14200",,"BALLINGER",,"TER","39.08908","-76.9368","3D","    (39.0891, -76.9368)"
"201589437","9108","260038712","09/03/2026 07:37:16 PM","09/03/2026 07:37:00 PM",,"90Z","1","Crime Against Society","All Other Offenses","RECOVERED PROPERTY - MONT CO.","TAKOMA PARK","7500 BLK  MAPLE AVE","TAKOMA PARK","MD","20912","TPPD","Government Building","T","8T2","804","7500",,"MAPLE",,"AVE","0.0","0.0","TPPD","    (0.0, 0.0)"
"201589575","1399","260038852","09/04/2026 04:55:58 PM","09/03/2026 07:30:00 PM",,"13B","1","Crime Against Person","Simple Assault","ASSAULT - 2ND DEGREE","GERMANTOWN","19500 BLK  FREDERICK RD","GERMANTOWN","MD","20876","MCPD","Residence - Mobile Home","M","5M1","470","19500",,"FREDERICK",,"RD","39.17546","-77.2381","5D","    (39.1755, -77.2381)"
"201589547","2902","260038842","09/04/2026 04:03:40 PM","09/03/2026 07:20:00 PM","09/04/2026 08:20:00 AM","290","1","Crime Against Property","Destruction/Damage/Vandalism of Property","DAMAGE PROPERTY - PRIVATE","SILVER SPRING","3300 BLK  PARKFORD MANOR TER","SILVER SPRING","MD","20904","MCPD","Parking Lot - Residential","I","3I2","380","3300",,"PARKFORD MANOR",,"TER","39.07901","-76.9399","3D","    (39.079, -76.9399)"
"201589497","2305","260038764","09/04/2026 09:01:57 AM","09/03/2026 07:00:00 PM","09/04/2026 04:00:00 AM","23F","1","Crime Against Property","Theft From Motor Vehicle","LARCENY - FROM AUTO","TAKOMA PARK","7100 BLK  SYCAMORE AVE","TAKOMA PARK","MD","20912","TPPD","Residence - Driveway","T","8T1","802","7100",,"SYCAMORE",,"AVE","38.9771","-77.0051","TPPD","    (38.9771, -77.0051)"
"201589433","1399","260038707","09/03/2026 06:44:08 PM","09/03/2026 06:44:00 PM",,"13B","1","Crime Against Person","Simple Assault","ASSAULT - 2ND DEGREE","MONTGOMERY VILLAGE","9900 BLK  SHELBURNE TER","GAITHERSBURG","MD","20878","MCPD","Residence - Apartment/Condo","P","6P1","752","9900",,"SHELBURNE",,"TER","39.1164","-77.2023","6D","    (39.1164, -77.2023)"
"201589456","9105","260038706","09/03/2026 06:44:02 PM","09/03/2026 06:44:00 PM",,"90Z","1","Crime Against Society","All Other Offenses","LOST PROPERTY","GERMANTOWN","18800 BLK  PINE RIDGE LA","GERMANTOWN","MD","20874","MCPD","Street - In vehicle","N","5N2","594","18800",,"PINE RIDGE",,"LA","39.16363","-77.2712","5D","    (39.1636, -77.2712)"
"201589444","2999","260038704","09/03/2026 06:41:25 PM","09/03/2026 06:41:00 PM",,"290","1","Crime Against Property","Destruction/Damage/Vandalism of Property","DAMAGE PROPERTY (DESCRIBE OFFENSE)","SILVER SPRING","900 BLK  SELIM RD","SILVER SPRING","MD","20910","MCPD","Construction Site","G","3G1","092","900",,"SELIM",,"RD","38.98764","-77.0248","3D","    (38.9876, -77.0248)"
"201589609","9106","260038726","09/03/2026 06:30:50 PM","09/03/2026 06:30:00 PM",,"90Z","1","Crime Against Society","All Other Offenses","MENTAL ILLNESS","WHEATON","3500 BLK  TAVENNER CT","OLNEY","MD","20832","MCPD","Residence - Single Family","K","4K3","399","3500",,"TAVENNER",,"CT","39.12884","-77.0718","4D","    (39.1288, -77.0718)"
"201589472","9061","260038747","09/03/2026 06:27:01 PM","09/03/2026 06:27:00 PM",,"90Z","1","Crime Against Society","All Other Offenses","FUGITIVE FROM MD JURISDICTION","ROCKVILLE","1  BLK W MONTGOMERY AVE","ROCKVILLE","MD","20850","RCPD","Jail/Prison","A","1A1","255","1","W","MONTGOMERY",,"AVE","39.1457","-77.2037","1D","    (39.1457, -77.2037)"
"201589438","2303","260038701",,"09/03/2026 06:20:00 PM","09/03/2026 06:30:00 PM","23C","1","Crime Against Property","Shoplifting","LARCENY - SHOPLIFTING","BETHESDA","7100 BLK  DEMOCRACY BLV","BETHESDA","MD","20817","MCPD","Retail - Mall","E","2E2","204","7100",,"DEMOCRACY",,"BLV","39.02202","-77.1473","2D","    (39.022, -77.1473)"
"201589503","2404","260038762","09/04/2026 07:45:16 AM","09/03/2026 06:00:00 PM","09/04/2026 07:20:00 AM","240","1","Crime Against Property","Motor Vehicle Theft","AUTO THEFT - VEHICLE THEFT","MONTGOMERY VILLAGE","9300 BLK  CORPORATE BLV","ROCKVILLE","MD","20850","MCPD","Parking Garage - Residential","P","6P1","721","9300",,"CORPORATE",,"BLV","39.10806","-77.1911","6D","    (39.1081, -77.1911)"
"201589503","2305","260038762","09/04/2026 07:45:16 AM","09/03/2026 06:00:00 PM","09/04/2026 07:20:00 AM","23F","1","Crime Against Property","Theft From Motor Vehicle","LARCENY - FROM AUTO","MONTGOMERY VILLAGE","9300 BLK  CORPORATE BLV","ROCKVILLE","MD","20850","MCPD","Parking Garage - Residential","P","6P1","721","9300",,"CORPORATE",,"BLV","39.10806","-77.1911","6D","    (39.1081, -77.1911)"
"201589527","2303","260038692","09/03/2026 05:44:49 PM","09/03/2026 05:44:00 PM",,"23C","1","Crime Against Property","Shoplifting","LARCENY - SHOPLIFTING","SILVER SPRING","12000 BLK  CHERRY HILL RD","SILVER SPRING","MD","20904","MCPD","Retail - Department/Discount Store","I","3I1","146","12000",,"CHERRY HILL",,"RD","39.05259","-76.9531","3D","    (39.0526, -76.9531)"
"201589443","1399","260038693","09/03/2026 05:43:48 PM","09/03/2026 05:43:00 PM",,"13B","1","Crime Against Person","Simple Assault","ASSAULT - 2ND DEGREE","SILVER SPRING","8200 BLK  FENTON ST","SILVER SPRING","MD","20910","MCPD","Residence - Apartment/Condo","G","3G1","093","8200",,"FENTON",,"ST","38.99169","-77.024","3D","    (38.9917, -77.024)"
"201589432","9062","260038685","09/03/2026 04:01:20 PM","09/03/2026 05:20:00 PM","09/03/2026 05:20:00 PM","90Z","1","Crime Against Society","All Other Offenses","FUGITIVE FROM JUSTICE (OUT OF STATE)","ROCKVILLE","600 BLK  EDMONSTON DR","ROCKVILLE","MD","20851","RCPD","Street - Residential","A","1A2","288","600",,"EDMONSTON",,"DR","39.08385","-77.1303","1D","    (39.0838, -77.1303)"
"201589483","2999","260038756","09/04/2026 07:39:54 AM","09/03/2026 05:15:00 PM","09/04/2026 07:39:00 AM","290","1","Crime Against Property","Destruction/Damage/Vandalism of Property","DAMAGE PROPERTY (DESCRIBE OFFENSE)","TAKOMA PARK",,"TAKOMA PARK","MD","20912","TPPD","Street - Residential","T","8T3","808",,,"ELM",,"AVE","38.97476","-76.9999","TPPD","    (38.9748, -76.9999)"
"201589428","3562","260038681","09/03/2026 05:26:02 PM","09/03/2026 05:15:00 PM",,"35A","1","Crime Against Society","Drug/Narcotic Violations","DRUGS - MARIJUANA - POSSESS","GERMANTOWN","19500 BLK  SCENERY DR","GERMANTOWN","MD","20876","MCPD","Government Building","M","5M1","470","19500",,"SCENERY",,"DR","39.17546","-77.2381","5D","    (39.1755, -77.2381)"
"201589448","3550","260038697","09/03/2026 05:06:40 PM","09/03/2026 05:06:00 PM",,"35B","1","Crime Against Society","Drug Equipment Violations","DRUGS - NARCOTIC EQUIP - POSSESS","WHEATON","11100 BLK  VEIRS MILL RD","SILVER SPRING","MD","20902","MCPD","Retail - Mall","L","4L2","321","11100",,"VEIRS MILL",,"RD","39.03756","-77.0519","4D","    (39.0376, -77.0519)"
"201589448","2303","260038697","09/03/2026 05:06:40 PM","09/03/2026 05:06:00 PM",,"23C","1","Crime Against Property","Shoplifting","LARCENY - SHOPLIFTING","WHEATON","11100 BLK  VEIRS MILL RD","SILVER SPRING","MD","20902","MCPD","Retail - Mall","L","4L2","321","11100",,"VEIRS MILL",,"RD","39.03756","-77.0519","4D","    (39.0376, -77.0519)"
"201589451","9107","260038682","09/03/2026 05:02:08 PM","09/03/2026 05:02:00 PM",,"90Z","1","Crime Against Society","All Other Offenses","MISSING PERSON","GERMANTOWN","19400 BLK  CRYSTAL ROCK DR","GERMANTOWN","MD","20874","MCPD","Parking Lot - School","N","5N1","447","19400",,"CRYSTAL ROCK",,"DR","39.17478","-77.2664","5D","    (39.1748, -77.2664)"
"201589971","9105","260039341","09/08/2026 12:29:09 PM","09/03/2026 05:00:00 PM","09/07/2026 08:00:00 PM","90Z","1","Crime Against Society","All Other Offenses","LOST PROPERTY","SILVER SPRING","8800 BLK  GEORGIA AVE","SILVER SPRING","MD","20910","MCPD","Commercial - Office Building","G","3G2","096","8800",,"GEORGIA",,"AVE","38.99948","-77.0318","3D","    (38.9995, -77.0318)"
"201589494","9107","260038760","09/04/2026 08:00:27 AM","09/03/2026 05:00:00 PM",,"90Z","1","Crime Against Society","All Other Offenses","MISSING PERSON","GERMANTOWN","14200 BLK  JAEGER RD","CLARKSBURG","MD","20871","MCPD","Residence - Single Family","N","5N3","466","14200",,"JAEGER",,"RD","0.0","0.0","5D","    (0.0, 0.0)"
